ticket_id,customer_id,timestamp,product,plan,region,customer_tenure_months,customer_age_group,ticket_channel,complaint_text,complaint_category,sub_category,sentiment,sentiment_score,urgency,priority,previous_ticket_count,same_issue_count,previous_resolution_time_hours,current_resolution_time_hours,agent_id,resolution_status,resolution_text,customer_satisfaction,refund_requested,refund_amount,service_downtime_minutes,usage_drop_percent,payment_failure_count,competitor_mentioned,churn_risk,churned,root_cause,root_cause_confidence,date,month,week,order_id,payment_id,refund_id,order_amount,order_status,payment_status,refund_status,refund_amount_synthetic,transaction_date,refund_requested_date
T09657,C11395,2026-02-07 06:18:00,E-commerce,Standard,Ahmedabad,60,35-44,Phone,Money was deducted but the transaction failed,Payment,Payment,Negative,-0.79,Medium,P2,1,0,5,6,AG108,Pending Customer,Case escalated for further investigation; suspected cause: bank api failure.,3.0,True,18137.14,7,0.0,3,False,Medium,No,Bank API failure,0.95,2026-02-07,2026-02,6,ORD-101193,PAY-201193,REF-301193,18137.14,COMPLETED,FAILED,PENDING,18137.14,,
T01949,C11566,2026-02-07 07:47:00,E-commerce,Basic,Jaipur,33,35-44,Phone,I received the wrong product,Product Quality,Product Quality,Negative,-0.78,Low,P3,5,0,9,8,AG121,Resolved,Investigated product quality issue; warehouse handling damage identified and corrective action applied.,4.1,False,0.0,30,18.3,0,False,Low,No,Warehouse handling damage,0.97,2026-02-07,2026-02,6,ORD-101194,PAY-201194,REF-301194,8029.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T03697,C10880,2026-02-07 08:06:00,Streaming,Premium,Delhi NCR,66,25-34,App,Streaming quality drops frequently,Playback,Playback,Negative,-0.41,High,P1,3,0,14,19,AG116,Resolved,Investigated playback issue; cdn congestion identified and corrective action applied.,4.2,False,0.0,336,0.0,1,False,Low,No,CDN congestion,0.85,2026-02-07,2026-02,6,ORD-101195,PAY-201195,REF-301195,9616.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02298,C11509,2026-02-07 09:18:00,Credit Card,Standard,Chennai,66,35-44,Phone,I was charged twice for the same transaction,Payment,Payment,Negative,-0.57,High,P1,7,2,41,36,AG106,Resolved,Investigated payment issue; bank api failure identified and corrective action applied.,3.2,False,0.0,17,0.0,5,True,Low,No,Bank API failure,0.77,2026-02-07,2026-02,6,ORD-101196,PAY-201196,REF-301196,10787.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06177,C10009,2026-02-07 12:17:00,Streaming,Basic,Lucknow,40,35-44,App,I was charged but premium features are locked,Subscription,Subscription,Negative,-0.43,High,P1,1,1,11,9,AG112,Resolved,Investigated subscription issue; payment-subscription sync failure identified and corrective action applied.,2.7,False,0.0,18,0.0,0,False,Low,No,Payment-subscription sync failure,0.95,2026-02-07,2026-02,6,ORD-101197,PAY-201197,REF-301197,14732.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T02729,C11600,2026-02-07 13:25:00,Credit Card,Premium,Mumbai,46,45-54,App,My card limit was reduced unexpectedly,Limit,Limit,Negative,-0.91,High,P1,6,2,12,18,AG105,Resolved,Investigated limit issue; risk policy update identified and corrective action applied.,3.3,False,0.0,1,11.8,0,False,Low,No,Risk policy update,0.95,2026-02-07,2026-02,6,ORD-101198,PAY-201198,REF-301198,12100.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T03977,C11582,2026-02-07 14:47:00,Internet,Basic,Chennai,20,18-24,Email,Service outage has lasted for several hours,Downtime,Downtime,Negative,-0.9,High,P1,6,2,7,7,AG104,Resolved,Investigated downtime issue; core network failure identified and corrective action applied.,5.0,False,0.0,387,9.6,0,False,Low,No,Core network failure,0.91,2026-02-07,2026-02,6,ORD-101199,PAY-201199,REF-301199,9418.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T06258,C10241,2026-02-07 16:10:00,Internet,Enterprise,Bengaluru,66,35-44,Chat,The connection has become unstable since yesterday,Connectivity,Connectivity,Negative,-0.56,Low,P3,9,1,5,8,AG124,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,2.6,False,0.0,572,0.0,2,False,Low,No,Network congestion,0.77,2026-02-07,2026-02,6,ORD-101200,PAY-201200,REF-301200,13221.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T03631,C11294,2026-02-07 16:13:00,Internet,Premium,Mumbai,9,55+,App,Internet stops working randomly,Connectivity,Connectivity,Negative,-0.42,Medium,P2,0,0,17,12,AG103,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,4.3,False,0.0,264,18.2,2,False,Low,No,Network congestion,0.88,2026-02-07,2026-02,6,ORD-101201,PAY-201201,REF-301201,7318.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02461,C11637,2026-02-07 19:43:00,Internet,Premium,Lucknow,67,55+,Email,Internet speed is much lower than my plan,Speed,Speed,Negative,-0.83,Low,P3,0,0,21,26,AG122,Resolved,Investigated speed issue; incorrect bandwidth provisioning identified and corrective action applied.,3.5,False,0.0,16,0.0,2,False,Low,No,Incorrect bandwidth provisioning,0.79,2026-02-07,2026-02,6,ORD-101202,PAY-201202,REF-301202,14776.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T03095,C10715,2026-02-07 20:02:00,Internet,Premium,Delhi NCR,26,18-24,Phone,Router keeps restarting,Router,Router,Negative,-0.51,Medium,P2,4,4,5,4,AG115,Resolved,Investigated router issue; router firmware bug identified and corrective action applied.,4.4,False,0.0,25,21.3,0,True,Medium,No,Router firmware bug,0.92,2026-02-07,2026-02,6,ORD-101203,PAY-201203,REF-301203,11492.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T04934,C10904,2026-02-07 20:53:00,Internet,Standard,Pune,40,35-44,Phone,Internet has been completely down,Downtime,Downtime,Negative,-0.58,Medium,P2,0,0,10,7,AG100,Resolved,Investigated downtime issue; regional service outage identified and corrective action applied.,5.0,False,0.0,358,0.0,0,False,Low,No,Regional service outage,0.92,2026-02-07,2026-02,6,ORD-101204,PAY-201204,REF-301204,9867.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T05525,C10890,2026-02-07 21:30:00,Streaming,Premium,Chennai,25,18-24,Phone,The video stops playing after a few minutes,Playback,Playback,Negative,-0.38,High,P1,9,2,13,12,AG102,Resolved,Investigated playback issue; streaming server overload identified and corrective action applied.,5.0,False,0.0,293,3.8,0,False,Medium,No,Streaming server overload,0.93,2026-02-07,2026-02,6,ORD-101205,PAY-201205,REF-301205,13578.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T03228,C11449,2026-02-07 22:12:00,E-commerce,Standard,Chennai,53,35-44,Phone,My order has not arrived,Delivery,Delivery,Negative,-0.39,Critical,P0,3,1,8,12,AG110,Resolved,Investigated delivery issue; warehouse backlog identified and corrective action applied.,4.1,False,0.0,29,0.0,1,False,Low,No,Warehouse backlog,0.83,2026-02-07,2026-02,6,ORD-101206,PAY-201206,REF-301206,7871.0,DELIVERED,FAILED,NOT_REQUESTED,0.0,,
T06109,C11623,2026-02-07 23:15:00,Streaming,Enterprise,Jaipur,65,35-44,Phone,A previously available show has disappeared,Content,Content,Negative,-0.31,High,P1,1,1,21,16,AG102,Resolved,Investigated content issue; catalog synchronization issue identified and corrective action applied.,4.3,False,0.0,17,12.4,0,False,Low,No,Catalog synchronization issue,0.89,2026-02-07,2026-02,6,ORD-101207,PAY-201207,REF-301207,10893.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T04473,C11322,2026-02-08 00:39:00,Streaming,Standard,Delhi NCR,69,25-34,Social Media,My subscription is not active after payment,Subscription,Subscription,Negative,-1.0,Medium,P2,5,0,26,30,AG113,Resolved,Investigated subscription issue; payment-subscription sync failure identified and corrective action applied.,2.0,False,0.0,15,0.0,2,False,Low,No,Payment-subscription sync failure,0.91,2026-02-08,2026-02,6,ORD-101208,PAY-201208,REF-301208,4484.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T05021,C10323,2026-02-08 01:35:00,Mobile App,Enterprise,Hyderabad,57,25-34,Email,Login fails after entering the correct credentials,Login,Login,Negative,-0.48,Medium,P2,0,0,6,7,AG109,Open,Case escalated for further investigation; suspected cause: session management bug.,1.0,False,0.0,9,26.3,0,True,Medium,No,Session management bug,0.76,2026-02-08,2026-02,6,ORD-101209,PAY-201209,REF-301209,14459.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T04588,C11576,2026-02-08 02:45:00,Credit Card,Enterprise,Kolkata,53,35-44,Social Media,A valid transaction was unexpectedly declined,Transaction,Transaction,Negative,-0.44,High,P1,0,0,8,6,AG100,Resolved,Investigated transaction issue; risk engine false positive identified and corrective action applied.,3.8,False,0.0,22,0.5,0,False,Low,No,Risk engine false positive,0.84,2026-02-08,2026-02,6,ORD-101210,PAY-201210,REF-301210,9463.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T05608,C10861,2026-02-08 03:22:00,Internet,Premium,Pune,26,55+,App,Service outage has lasted for several hours,Downtime,Downtime,Negative,-0.28,Medium,P2,8,3,11,12,AG110,Resolved,Investigated downtime issue; maintenance incident identified and corrective action applied.,2.5,False,0.0,33,24.3,2,False,Medium,No,Maintenance incident,0.86,2026-02-08,2026-02,6,ORD-101211,PAY-201211,REF-301211,11795.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T07642,C11434,2026-02-08 03:41:00,Streaming,Standard,Ahmedabad,15,35-44,Chat,My password reset link is not working,Login,Login,Negative,-0.23,Low,P3,2,2,8,11,AG120,Resolved,Investigated login issue; authentication service timeout identified and corrective action applied.,3.6,False,0.0,10,0.0,2,False,Low,No,Authentication service timeout,0.87,2026-02-08,2026-02,6,ORD-101212,PAY-201212,REF-301212,7072.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T03157,C10865,2026-02-08 03:54:00,Internet,Premium,Ahmedabad,56,18-24,App,I was charged the wrong amount,Billing,Billing,Negative,-1.0,Medium,P2,8,5,27,21,AG124,Resolved,Investigated billing issue; billing calculation bug identified and corrective action applied.,3.9,False,0.0,15,8.0,2,False,Medium,No,Billing calculation bug,0.97,2026-02-08,2026-02,6,ORD-101213,PAY-201213,REF-301213,13041.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T08241,C11514,2026-02-08 05:15:00,Streaming,Enterprise,Kolkata,57,45-54,Email,A previously available show has disappeared,Content,Content,Negative,-0.69,High,P1,4,4,22,17,AG105,Resolved,Investigated content issue; catalog synchronization issue identified and corrective action applied.,3.5,False,0.0,24,0.0,1,False,Medium,No,Catalog synchronization issue,0.92,2026-02-08,2026-02,6,ORD-101214,PAY-201214,REF-301214,1389.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T05149,C10934,2026-02-08 06:04:00,Credit Card,Premium,Lucknow,7,18-24,Social Media,I was charged twice for the same transaction,Payment,Payment,Negative,-0.69,Low,P3,6,2,27,19,AG110,Resolved,Investigated payment issue; duplicate transaction processing identified and corrective action applied.,4.0,True,3968.1,28,0.0,0,False,Low,No,Duplicate transaction processing,0.94,2026-02-08,2026-02,6,ORD-101215,PAY-201215,REF-301215,3968.1,COMPLETED,SUCCESS,PENDING,3968.1,,
T05904,C11318,2026-02-08 07:10:00,Credit Card,Basic,Mumbai,45,55+,Phone,My refund has not arrived yet,Refund,Refund,Negative,-0.75,Low,P3,9,4,8,9,AG107,Resolved,Investigated refund issue; refund api delay identified and corrective action applied.,3.2,False,0.0,19,5.1,1,True,Medium,No,Refund API delay,0.88,2026-02-08,2026-02,6,ORD-101216,PAY-201216,REF-301216,7754.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06159,C10956,2026-02-08 07:53:00,E-commerce,Basic,Delhi NCR,17,55+,Email,The product I received is damaged,Product Quality,Product Quality,Negative,-0.26,Medium,P2,3,2,21,15,AG108,Resolved,Investigated product quality issue; inventory mismatch identified and corrective action applied.,3.5,False,0.0,5,0.0,0,False,Low,No,Inventory mismatch,0.8,2026-02-08,2026-02,6,ORD-101217,PAY-201217,REF-301217,11066.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T03878,C11421,2026-02-08 10:35:00,E-commerce,Standard,Delhi NCR,46,25-34,Social Media,The package has been stuck at the delivery hub,Delivery,Delivery,Negative,-0.45,Medium,P2,7,2,18,22,AG123,Resolved,Investigated delivery issue; courier capacity issue identified and corrective action applied.,4.9,False,0.0,23,32.2,2,False,Medium,No,Courier capacity issue,0.85,2026-02-08,2026-02,6,ORD-101218,PAY-201218,REF-301218,12195.0,DELIVERED,FAILED,NOT_REQUESTED,0.0,,
T04256,C11122,2026-02-08 10:36:00,Internet,Enterprise,Lucknow,24,18-24,Email,Router is not connecting to the network,Router,Router,Negative,-0.33,Low,P3,5,5,11,16,AG105,Resolved,Investigated router issue; hardware failure identified and corrective action applied.,4.4,False,0.0,12,20.6,2,True,Medium,No,Hardware failure,0.85,2026-02-08,2026-02,6,ORD-101219,PAY-201219,REF-301219,6768.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T05991,C11108,2026-02-08 11:24:00,Credit Card,Basic,Chennai,64,45-54,Social Media,I cannot make a transaction because of my card limit,Limit,Limit,Negative,-0.49,Medium,P2,7,5,11,16,AG102,Escalated,Case escalated for further investigation; suspected cause: account verification issue.,1.2,False,0.0,23,9.4,1,False,High,No,Account verification issue,0.81,2026-02-08,2026-02,6,ORD-101220,PAY-201220,REF-301220,9849.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T09230,C11601,2026-02-08 12:14:00,Mobile App,Enterprise,Delhi NCR,47,35-44,Social Media,Money added to my wallet is missing,Wallet,Wallet,Negative,-1.0,Medium,P2,0,0,22,16,AG122,Resolved,Investigated wallet issue; balance cache inconsistency identified and corrective action applied.,3.2,False,0.0,4,14.7,0,False,Low,No,Balance cache inconsistency,0.8,2026-02-08,2026-02,6,ORD-101221,PAY-201221,REF-301221,8430.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T03782,C11020,2026-02-08 13:04:00,Credit Card,Standard,Ahmedabad,2,35-44,App,Refund status has been pending for several days,Refund,Refund,Negative,-0.56,Medium,P2,2,0,10,9,AG104,Resolved,Investigated refund issue; refund api delay identified and corrective action applied.,4.4,True,7279.98,18,7.2,2,False,Low,No,Refund API delay,0.82,2026-02-08,2026-02,6,ORD-101222,PAY-201222,REF-301222,7279.98,COMPLETED,FAILED,PENDING,7279.98,,
T01884,C10770,2026-02-08 17:43:00,Mobile App,Enterprise,Ahmedabad,6,55+,Social Media,Wallet top-up failed but money was deducted,Wallet,Wallet,Negative,-0.53,Low,P3,9,2,6,9,AG104,Pending Customer,Case escalated for further investigation; suspected cause: top-up gateway timeout.,1.5,False,0.0,27,0.0,2,True,High,No,Top-up gateway timeout,0.78,2026-02-08,2026-02,6,ORD-101223,PAY-201223,REF-301223,9914.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T08625,C11150,2026-02-08 18:41:00,Mobile App,Premium,Ahmedabad,10,45-54,Social Media,The app keeps logging me out,Login,Login,Negative,-0.83,Medium,P2,6,1,14,14,AG114,Resolved,Investigated login issue; session management bug identified and corrective action applied.,5.0,False,0.0,9,0.0,0,False,Low,No,Session management bug,0.9,2026-02-08,2026-02,6,ORD-101224,PAY-201224,REF-301224,6427.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T09347,C11644,2026-02-08 21:25:00,Credit Card,Premium,Chennai,44,35-44,Social Media,I do not recognize a transaction on my card,Fraud Alert,Fraud Alert,Negative,-0.31,Low,P3,6,3,28,21,AG121,Resolved,Investigated fraud alert issue; security rule trigger identified and corrective action applied.,2.5,False,0.0,2,3.7,1,False,Low,No,Security rule trigger,0.9,2026-02-08,2026-02,6,ORD-101225,PAY-201225,REF-301225,14556.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02119,C10052,2026-02-08 21:32:00,Mobile App,Basic,Ahmedabad,65,35-44,Social Media,Wallet top-up failed but money was deducted,Wallet,Wallet,Negative,-0.71,High,P1,4,0,5,7,AG110,Resolved,Investigated wallet issue; balance cache inconsistency identified and corrective action applied.,4.4,False,0.0,5,0.0,1,True,Low,No,Balance cache inconsistency,0.94,2026-02-08,2026-02,6,ORD-101226,PAY-201226,REF-301226,1875.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T08258,C11482,2026-02-08 21:44:00,Mobile App,Premium,Chennai,61,18-24,App,OTP is not arriving,OTP,OTP,Negative,-0.54,Low,P3,8,3,3,5,AG117,Resolved,Investigated otp issue; authentication api failure identified and corrective action applied.,4.7,False,0.0,9,24.6,2,False,Medium,No,Authentication API failure,0.82,2026-02-08,2026-02,6,ORD-101227,PAY-201227,REF-301227,14773.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01888,C11032,2026-02-08 21:59:00,Internet,Premium,Hyderabad,8,18-24,Social Media,Internet stops working randomly,Connectivity,Connectivity,Negative,-0.37,Medium,P2,0,0,47,32,AG117,Resolved,Investigated connectivity issue; dns/routing instability identified and corrective action applied.,4.3,False,0.0,384,27.0,2,False,Low,No,DNS/routing instability,0.79,2026-02-08,2026-02,6,ORD-101228,PAY-201228,REF-301228,2563.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T08234,C10609,2026-02-08 22:57:00,E-commerce,Basic,Delhi NCR,47,35-44,Phone,Delivery is delayed beyond the promised date,Delivery,Delivery,Neutral,-0.16,High,P1,2,2,13,10,AG123,Resolved,Investigated delivery issue; courier capacity issue identified and corrective action applied.,2.3,False,0.0,19,26.4,2,False,Low,No,Courier capacity issue,0.77,2026-02-08,2026-02,6,ORD-101229,PAY-201229,REF-301229,4536.0,DELIVERED,FAILED,NOT_REQUESTED,0.0,,
T06610,C11546,2026-02-09 02:35:00,Internet,Basic,Jaipur,3,18-24,App,Internet stops working randomly,Connectivity,Connectivity,Negative,-0.36,Medium,P2,1,0,12,9,AG101,Resolved,Investigated connectivity issue; last-mile connectivity issue identified and corrective action applied.,3.7,False,0.0,78,5.3,2,False,Low,No,Last-mile connectivity issue,0.89,2026-02-09,2026-02,7,ORD-101230,PAY-201230,REF-301230,12375.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06178,C11730,2026-02-09 02:58:00,Mobile App,Standard,Jaipur,37,45-54,Social Media,I requested OTP multiple times but received nothing,OTP,OTP,Negative,-0.27,Medium,P2,3,1,16,12,AG115,Resolved,Investigated otp issue; sms provider delay identified and corrective action applied.,2.6,False,0.0,3,0.0,0,False,Low,No,SMS provider delay,0.83,2026-02-09,2026-02,7,ORD-101231,PAY-201231,REF-301231,11085.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T07099,C11292,2026-02-09 03:02:00,Internet,Basic,Chennai,40,18-24,Email,Wi-Fi router is showing a red light,Router,Router,Negative,-0.81,Medium,P2,6,3,22,23,AG124,Resolved,Investigated router issue; configuration sync failure identified and corrective action applied.,2.9,False,0.0,27,15.3,0,False,Medium,No,Configuration sync failure,0.89,2026-02-09,2026-02,7,ORD-101232,PAY-201232,REF-301232,14564.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T03982,C11098,2026-02-09 03:04:00,Mobile App,Premium,Delhi NCR,14,45-54,Phone,Payment keeps failing even though my bank account has sufficient balance,Payment,Payment,Negative,-0.25,Medium,P2,8,4,13,11,AG115,Resolved,Investigated payment issue; bank api failure identified and corrective action applied.,3.1,True,390.31,18,13.0,0,False,Medium,No,Bank API failure,0.89,2026-02-09,2026-02,7,ORD-101233,PAY-201233,REF-301233,390.31,COMPLETED,SUCCESS,COMPLETED,390.31,,
T03511,C11549,2026-02-09 03:04:00,Credit Card,Basic,Ahmedabad,69,35-44,Social Media,I received a suspicious transaction alert,Fraud Alert,Fraud Alert,Negative,-0.77,Medium,P2,0,0,4,7,AG101,Resolved,Investigated fraud alert issue; security rule trigger identified and corrective action applied.,5.0,False,0.0,9,0.0,1,False,Low,No,Security rule trigger,0.78,2026-02-09,2026-02,7,ORD-101234,PAY-201234,REF-301234,9663.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T08515,C10032,2026-02-09 04:40:00,Streaming,Standard,Hyderabad,18,18-24,Chat,My password reset link is not working,Login,Login,Negative,-0.27,Medium,P2,8,4,13,11,AG109,Resolved,Investigated login issue; password reset service failure identified and corrective action applied.,4.2,False,0.0,14,27.8,0,False,Medium,No,Password reset service failure,0.92,2026-02-09,2026-02,7,ORD-101235,PAY-201235,REF-301235,5392.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T04004,C11670,2026-02-09 04:59:00,Credit Card,Enterprise,Kolkata,38,25-34,Social Media,I received a suspicious transaction alert,Fraud Alert,Fraud Alert,Negative,-0.86,Medium,P2,1,1,6,8,AG116,Resolved,Investigated fraud alert issue; unauthorized transaction identified and corrective action applied.,5.0,False,0.0,14,5.7,1,True,Low,No,Unauthorized transaction,0.98,2026-02-09,2026-02,7,ORD-101236,PAY-201236,REF-301236,368.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T04876,C10385,2026-02-09 05:10:00,Internet,Enterprise,Hyderabad,43,25-34,Email,I was charged after cancelling my subscription,Billing,Billing,Negative,-0.47,Medium,P2,5,4,18,16,AG118,Resolved,Investigated billing issue; pricing configuration error identified and corrective action applied.,2.5,True,18649.26,23,21.0,3,False,Medium,No,Pricing configuration error,0.78,2026-02-09,2026-02,7,ORD-101237,PAY-201237,REF-301237,18649.26,CANCELLED,FAILED,COMPLETED,18649.26,,
T03722,C11007,2026-02-09 06:11:00,Mobile App,Premium,Jaipur,15,45-54,Email,Wallet balance is incorrect,Wallet,Wallet,Negative,-0.4,Medium,P2,6,1,16,27,AG120,Resolved,Investigated wallet issue; balance cache inconsistency identified and corrective action applied.,3.9,False,0.0,1,0.0,1,False,Low,No,Balance cache inconsistency,0.78,2026-02-09,2026-02,7,ORD-101238,PAY-201238,REF-301238,4676.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T09683,C10098,2026-02-09 07:50:00,Credit Card,Standard,Hyderabad,64,35-44,App,Refund status has been pending for several days,Refund,Refund,Negative,-0.65,Low,P3,9,2,8,10,AG123,Resolved,Investigated refund issue; refund api delay identified and corrective action applied.,5.0,True,23292.32,17,15.7,1,True,Medium,No,Refund API delay,0.91,2026-02-09,2026-02,7,ORD-101239,PAY-201239,REF-301239,23292.32,COMPLETED,FAILED,PENDING,23292.32,,
T08201,C10809,2026-02-09 08:04:00,Internet,Basic,Lucknow,31,55+,Phone,Service outage has lasted for several hours,Downtime,Downtime,Neutral,-0.07,Low,P3,4,4,13,13,AG106,Resolved,Investigated downtime issue; maintenance incident identified and corrective action applied.,5.0,False,0.0,546,0.0,2,False,Low,No,Maintenance incident,0.78,2026-02-09,2026-02,7,ORD-101240,PAY-201240,REF-301240,7769.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T05748,C10748,2026-02-09 10:24:00,E-commerce,Basic,Hyderabad,36,25-34,App,The product quality is different from what was advertised,Product Quality,Product Quality,Negative,-0.77,Medium,P2,8,1,8,7,AG115,Resolved,Investigated product quality issue; warehouse handling damage identified and corrective action applied.,4.4,False,0.0,18,15.3,2,False,Medium,No,Warehouse handling damage,0.91,2026-02-09,2026-02,7,ORD-101241,PAY-201241,REF-301241,11726.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T04370,C10263,2026-02-09 10:57:00,E-commerce,Premium,Jaipur,27,35-44,Social Media,My order has not arrived,Delivery,Delivery,Negative,-1.0,Medium,P2,8,0,5,9,AG116,Resolved,Investigated delivery issue; incorrect address routing identified and corrective action applied.,4.4,False,0.0,11,0.0,2,False,Low,No,Incorrect address routing,0.79,2026-02-09,2026-02,7,ORD-101242,PAY-201242,REF-301242,14459.0,DELIVERED,FAILED,NOT_REQUESTED,0.0,,
T07588,C10645,2026-02-09 12:31:00,Streaming,Standard,Jaipur,34,55+,Email,My monthly bill is higher than expected,Billing,Billing,Negative,-0.52,Medium,P2,3,1,15,16,AG113,Resolved,Investigated billing issue; pricing configuration error identified and corrective action applied.,4.1,True,7093.9,5,19.4,6,False,Low,No,Pricing configuration error,0.92,2026-02-09,2026-02,7,ORD-101243,PAY-201243,REF-301243,7093.9,COMPLETED,FAILED,COMPLETED,7093.9,,
T03328,C11693,2026-02-09 13:48:00,Mobile App,Standard,Chennai,48,35-44,Social Media,I received only a partial refund,Refund,Refund,Neutral,-0.18,High,P1,1,1,5,4,AG104,Resolved,Investigated refund issue; refund processing queue backlog identified and corrective action applied.,3.5,True,17893.93,5,14.9,2,False,Low,No,Refund processing queue backlog,0.9,2026-02-09,2026-02,7,ORD-101244,PAY-201244,REF-301244,17893.93,COMPLETED,FAILED,PENDING,17893.93,,
T03916,C11369,2026-02-09 14:17:00,Credit Card,Basic,Lucknow,27,35-44,Email,I do not recognize a transaction on my card,Fraud Alert,Fraud Alert,Negative,-0.33,High,P1,0,0,9,7,AG107,Resolved,Investigated fraud alert issue; unauthorized transaction identified and corrective action applied.,4.2,False,0.0,27,5.4,2,False,Low,No,Unauthorized transaction,0.79,2026-02-09,2026-02,7,ORD-101245,PAY-201245,REF-301245,14787.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06612,C10347,2026-02-09 15:26:00,Mobile App,Enterprise,Lucknow,20,55+,Chat,OTP is not arriving,OTP,OTP,Negative,-0.93,High,P1,4,2,6,6,AG116,Resolved,Investigated otp issue; authentication api failure identified and corrective action applied.,3.6,False,0.0,12,3.3,1,False,Medium,No,Authentication API failure,0.9,2026-02-09,2026-02,7,ORD-101246,PAY-201246,REF-301246,12939.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06707,C11383,2026-02-09 16:30:00,Streaming,Standard,Kolkata,9,18-24,Phone,I was charged after cancelling my subscription,Billing,Billing,Negative,-0.66,Low,P3,9,2,7,6,AG111,Resolved,Investigated billing issue; billing calculation bug identified and corrective action applied.,4.4,False,0.0,2,25.8,5,False,Medium,No,Billing calculation bug,0.98,2026-02-09,2026-02,7,ORD-101247,PAY-201247,REF-301247,7134.0,CANCELLED,FAILED,NOT_REQUESTED,0.0,,
T03859,C10876,2026-02-09 17:13:00,E-commerce,Standard,Pune,16,18-24,Social Media,The order was cancelled after payment was completed,Order Cancellation,Order Cancellation,Negative,-0.74,High,P1,3,3,16,15,AG104,Resolved,Investigated order cancellation issue; inventory synchronization bug identified and corrective action applied.,2.9,False,0.0,8,4.0,2,True,Medium,No,Inventory synchronization bug,0.83,2026-02-09,2026-02,7,ORD-101248,PAY-201248,REF-301248,5080.0,CANCELLED,FAILED,NOT_REQUESTED,0.0,,
T08509,C11422,2026-02-09 17:29:00,Internet,Standard,Lucknow,68,18-24,Chat,Wi-Fi router is showing a red light,Router,Router,Negative,-0.28,High,P1,8,4,11,11,AG102,Resolved,Investigated router issue; configuration sync failure identified and corrective action applied.,4.3,False,0.0,21,23.7,0,False,Medium,No,Configuration sync failure,0.97,2026-02-09,2026-02,7,ORD-101249,PAY-201249,REF-301249,14675.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T08554,C10730,2026-02-09 18:34:00,Mobile App,Standard,Lucknow,24,55+,Social Media,I received only a partial refund,Refund,Refund,Neutral,-0.11,Medium,P2,1,0,2,2,AG104,Resolved,Investigated refund issue; bank settlement delay identified and corrective action applied.,4.7,False,0.0,7,0.0,1,False,Low,No,Bank settlement delay,0.84,2026-02-09,2026-02,7,ORD-101250,PAY-201250,REF-301250,3855.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
